,InstituteId,Institution,Course
580,E097,C M R Institute of Technology  Bangalore [E097],Computers Science And Engineering [CS]
582,E097,C M R Institute of Technology  Bangalore [E097],Electronics and Communication Engineering [EC]
583,E097,C M R Institute of Technology  Bangalore [E097],Information Science and Engineering [IE]
584,E098,Atria Institute of Technology  Bangalore [E098],Artificial Intelligence and Machine Learning [AI]
586,E098,Atria Institute of Technology  Bangalore [E098],Civil Engineering [CE]
588,E098,Atria Institute of Technology  Bangalore [E098],Computer Science Engineering-Data Sciences [DS]
585,E098,Atria Institute of Technology  Bangalore [E098],Computer Science and Design [CD]
587,E098,Atria Institute of Technology  Bangalore [E098],Computers Science And Engineering [CS]
589,E098,Atria Institute of Technology  Bangalore [E098],Electronics and Communication Engineering [EC]
590,E098,Atria Institute of Technology  Bangalore [E098],Information Science and Engineering [IE]
591,E098,Atria Institute of Technology  Bangalore [E098],Mechanical Engineering [ME]
592,E099,New Horizon College of Engineering  Bangalore [E099],Artificial Intelligence and Machine Learning [AI]
594,E099,New Horizon College of Engineering  Bangalore [E099],Computer Science Engineering-Data Sciences [DS]
593,E099,New Horizon College of Engineering  Bangalore [E099],Computers Science And Engineering [CS]
596,E099,New Horizon College of Engineering  Bangalore [E099],Electrical And Electronics Engineering [EE]
595,E099,New Horizon College of Engineering  Bangalore [E099],Electronics and Communication Engineering [EC]
597,E099,New Horizon College of Engineering  Bangalore [E099],Information Science and Engineering [IE]
598,E099,New Horizon College of Engineering  Bangalore [E099],Mechanical Engineering [ME]
599,E100,K N S Institute of Technology  Bangalore [E100],Artificial Intelligence and Machine Learning [AI]
600,E100,K N S Institute of Technology  Bangalore [E100],Civil Engineering [CE]
602,E100,K N S Institute of Technology  Bangalore [E100],Computer Science Engineering-Data Sciences [DS]
601,E100,K N S Institute of Technology  Bangalore [E100],Computers Science And Engineering [CS]
603,E100,K N S Institute of Technology  Bangalore [E100],Electronics and Communication Engineering [EC]
604,E100,K N S Institute of Technology  Bangalore [E100],Information Science and Engineering [IE]
605,E100,K N S Institute of Technology  Bangalore [E100],Mechanical Engineering [ME]
606,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur [E101]",Artificial Intelligence And Data Science [AD]
607,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur [E101]",Civil Engineering [CE]
608,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur [E101]",Computers Science And Engineering [CS]
610,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur [E101]",Electrical And Electronics Engineering [EE]
609,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur [E101]",Electronics and Communication Engineering [EC]
611,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur [E101]",Information Science and Engineering [IE]
612,E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur [E101]",Mechanical Engineering [ME]
613,E102,DONBOSCO Institute of Technology  Bangalore [E102],Artificial Intelligence And Data Science [AD]
615,E102,DONBOSCO Institute of Technology  Bangalore [E102],Civil Engineering [CE]
614,E102,DONBOSCO Institute of Technology  Bangalore [E102],"Computer Science Engineering-AI, Machine Learning [CA]"
616,E102,DONBOSCO Institute of Technology  Bangalore [E102],Computers Science And Engineering [CS]
618,E102,DONBOSCO Institute of Technology  Bangalore [E102],Electrical And Electronics Engineering [EE]
617,E102,DONBOSCO Institute of Technology  Bangalore [E102],Electronics and Communication Engineering [EC]
619,E102,DONBOSCO Institute of Technology  Bangalore [E102],Information Science and Engineering [IE]
620,E102,DONBOSCO Institute of Technology  Bangalore [E102],Mechanical Engineering [ME]
622,E103,Global Academy of Technology  Bangalore [E103],Aeronautical Engineering [AE]
621,E103,Global Academy of Technology  Bangalore [E103],Artificial Intelligence And Data Science [AD]
623,E103,Global Academy of Technology  Bangalore [E103],Artificial Intelligence and Machine Learning [AI]
625,E103,Global Academy of Technology  Bangalore [E103],Civil Engineering [CE]
624,E103,Global Academy of Technology  Bangalore [E103],"Computer Science Engineering-AI, Machine Learning [CA]"
626,E103,Global Academy of Technology  Bangalore [E103],Computers Science And Engineering [CS]
628,E103,Global Academy of Technology  Bangalore [E103],Electrical And Electronics Engineering [EE]
627,E103,Global Academy of Technology  Bangalore [E103],Electronics and Communication Engineering [EC]
629,E103,Global Academy of Technology  Bangalore [E103],Information Science and Engineering [IE]
630,E103,Global Academy of Technology  Bangalore [E103],Mechanical Engineering [ME]
632,E104,Nagarjuna College of Engineering and Technology  Bangalore (R) [E104],Civil Engineering [CE]
631,E104,Nagarjuna College of Engineering and Technology  Bangalore (R) [E104],"Computer Science Engineering-AI, Machine Learning [CA]"
634,E104,Nagarjuna College of Engineering and Technology  Bangalore (R) [E104],Computer Science Engineering-Data Sciences [DS]
633,E104,Nagarjuna College of Engineering and Technology  Bangalore (R) [E104],Computers Science And Engineering [CS]
635,E104,Nagarjuna College of Engineering and Technology  Bangalore (R) [E104],Electronics and Communication Engineering [EC]
636,E104,Nagarjuna College of Engineering and Technology  Bangalore (R) [E104],Information Science and Engineering [IE]
638,E105,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Aeronautical Engineering [AE]
637,E105,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Artificial Intelligence And Data Science [AD]
639,E105,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Artificial Intelligence and Machine Learning [AI]
641,E105,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Civil Engineering [CE]
640,E105,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Computer Science and Business Systems [CB]
642,E105,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Computers Science And Engineering [CS]
644,E105,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Electrical And Electronics Engineering [EE]
645,E105,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Electronics  Engineering(VLSI Design Technology) [EV]
643,E105,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Electronics and Communication Engineering [EC]
646,E105,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Information Science and Engineering [IE]
647,E105,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Mechanical Engineering [ME]
648,E106,East West Institute of Technology  Bangalore [E106],Artificial Intelligence And Data Science [AD]
649,E106,East West Institute of Technology  Bangalore [E106],Artificial Intelligence and Machine Learning [AI]
655,E106,East West Institute of Technology  Bangalore [E106],"CS-Internet of things,Cyber Security(Block Chain) [IC]"
651,E106,East West Institute of Technology  Bangalore [E106],Civil Engineering [CE]
650,E106,East West Institute of Technology  Bangalore [E106],"Computer Science Engineering-AI, Machine Learning [CA]"
652,E106,East West Institute of Technology  Bangalore [E106],Computers Science And Engineering [CS]
654,E106,East West Institute of Technology  Bangalore [E106],Electrical And Electronics Engineering [EE]
653,E106,East West Institute of Technology  Bangalore [E106],Electronics and Communication Engineering [EC]
656,E106,East West Institute of Technology  Bangalore [E106],Information Science and Engineering [IE]
657,E106,East West Institute of Technology  Bangalore [E106],Mechanical Engineering [ME]
658,E107,B N M Institute of Technology  Bangalore [E107],Artificial Intelligence and Machine Learning [AI]
659,E107,B N M Institute of Technology  Bangalore [E107],Computers Science And Engineering [CS]
661,E107,B N M Institute of Technology  Bangalore [E107],Electrical And Electronics Engineering [EE]
660,E107,B N M Institute of Technology  Bangalore [E107],Electronics and Communication Engineering [EC]
662,E107,B N M Institute of Technology  Bangalore [E107],Information Science and Engineering [IE]
663,E107,B N M Institute of Technology  Bangalore [E107],Mechanical Engineering [ME]
664,E108,Sapthagiri College of Engineering  Bangalore [E108],Bio Technology [BT]
665,E108,Sapthagiri College of Engineering  Bangalore [E108],Civil Engineering [CE]
666,E108,Sapthagiri College of Engineering  Bangalore [E108],Computers Science And Engineering [CS]
668,E108,Sapthagiri College of Engineering  Bangalore [E108],Electrical And Electronics Engineering [EE]
667,E108,Sapthagiri College of Engineering  Bangalore [E108],Electronics and Communication Engineering [EC]
669,E108,Sapthagiri College of Engineering  Bangalore [E108],Information Science and Engineering [IE]
670,E108,Sapthagiri College of Engineering  Bangalore [E108],Mechanical Engineering [ME]
671,E109,City Engineering College  Bangalore [E109],Artificial Intelligence and Machine Learning [AI]
672,E109,City Engineering College  Bangalore [E109],Civil Engineering [CE]
673,E109,City Engineering College  Bangalore [E109],Computers Science And Engineering [CS]
674,E109,City Engineering College  Bangalore [E109],Electronics and Communication Engineering [EC]
675,E109,City Engineering College  Bangalore [E109],Information Science and Engineering [IE]
676,E109,City Engineering College  Bangalore [E109],Mechanical Engineering [ME]
677,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore [E111]",Civil Engineering [CE]
678,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore [E111]",Computer Science Engineering-Artificial Intel. [CF]
680,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore [E111]",Computer Science Engineering-Cyber Security [CY]
681,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore [E111]",Computer Science Engineering-Data Sciences [DS]
679,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore [E111]",Computers Science And Engineering [CS]
682,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore [E111]",Electronics and Communication Engineering [EC]
683,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore [E111]",Information Science and Engineering [IE]
684,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore [E111]",Mechanical Engineering [ME]
685,E112,Sri Krishna Institute of Technology  Bangalore [E112],Artificial Intelligence and Machine Learning [AI]
686,E112,Sri Krishna Institute of Technology  Bangalore [E112],Civil Engineering [CE]
687,E112,Sri Krishna Institute of Technology  Bangalore [E112],Computers Science And Engineering [CS]
689,E112,Sri Krishna Institute of Technology  Bangalore [E112],Electronics  Engineering(VLSI Design Technology) [EV]
688,E112,Sri Krishna Institute of Technology  Bangalore [E112],Electronics and Communication Engineering [EC]
690,E112,Sri Krishna Institute of Technology  Bangalore [E112],Information Science and Engineering [IE]
691,E112,Sri Krishna Institute of Technology  Bangalore [E112],Mechanical Engineering [ME]
692,E113,Sambhram Institute of Technology  Bangalore [E113],Artificial Intelligence And Data Science [AD]
693,E113,Sambhram Institute of Technology  Bangalore [E113],Artificial Intelligence and Machine Learning [AI]
694,E113,Sambhram Institute of Technology  Bangalore [E113],Civil Engineering [CE]
696,E113,Sambhram Institute of Technology  Bangalore [E113],Computer Science Engineering-Cyber Security [CY]
695,E113,Sambhram Institute of Technology  Bangalore [E113],Computers Science And Engineering [CS]
697,E113,Sambhram Institute of Technology  Bangalore [E113],Electronics and Communication Engineering [EC]
698,E113,Sambhram Institute of Technology  Bangalore [E113],Information Science and Engineering [IE]
699,E113,Sambhram Institute of Technology  Bangalore [E113],Mechanical Engineering [ME]
700,E114,G M Institute of Technology  Davanagere [E114],Artificial Intelligence and Machine Learning [AI]
701,E114,G M Institute of Technology  Davanagere [E114],Bio Technology [BT]
702,E114,G M Institute of Technology  Davanagere [E114],Civil Engineering [CE]
703,E114,G M Institute of Technology  Davanagere [E114],Computers Science And Engineering [CS]
705,E114,G M Institute of Technology  Davanagere [E114],Electrical And Electronics Engineering [EE]
704,E114,G M Institute of Technology  Davanagere [E114],Electronics and Communication Engineering [EC]
706,E114,G M Institute of Technology  Davanagere [E114],Information Science and Engineering [IE]
707,E114,G M Institute of Technology  Davanagere [E114],Mechanical Engineering [ME]
708,E114,G M Institute of Technology  Davanagere [E114],Robotics and Automation [RA]
709,E115,"S J B Institute of Technology  Kengeri,Bangalore (ATNMS) [E115]",Artificial Intelligence and Machine Learning [AI]
710,E115,"S J B Institute of Technology  Kengeri,Bangalore (ATNMS) [E115]",Civil Engineering [CE]
712,E115,"S J B Institute of Technology  Kengeri,Bangalore (ATNMS) [E115]",Computer Science Engineering-Data Sciences [DS]
711,E115,"S J B Institute of Technology  Kengeri,Bangalore (ATNMS) [E115]",Computers Science And Engineering [CS]
714,E115,"S J B Institute of Technology  Kengeri,Bangalore (ATNMS) [E115]",Electrical And Electronics Engineering [EE]
713,E115,"S J B Institute of Technology  Kengeri,Bangalore (ATNMS) [E115]",Electronics and Communication Engineering [EC]
715,E115,"S J B Institute of Technology  Kengeri,Bangalore (ATNMS) [E115]",Information Science and Engineering [IE]
716,E115,"S J B Institute of Technology  Kengeri,Bangalore (ATNMS) [E115]",Mechanical Engineering [ME]
717,E116,R.L.Jalappa Institute of Technology  Bangalore Rural Dist [E116],"Computer Science Engineering-AI, Machine Learning [CA]"
719,E116,R.L.Jalappa Institute of Technology  Bangalore Rural Dist [E116],Computer Science Engineering-Data Sciences [DS]
718,E116,R.L.Jalappa Institute of Technology  Bangalore Rural Dist [E116],Computers Science And Engineering [CS]
720,E116,R.L.Jalappa Institute of Technology  Bangalore Rural Dist [E116],Electronics and Communication Engineering [EC]
721,E116,R.L.Jalappa Institute of Technology  Bangalore Rural Dist [E116],Mechanical Engineering [ME]
722,E118,RNS Institute of Technology  Bangalore [E118],Artificial Intelligence And Data Science [AD]
724,E118,RNS Institute of Technology  Bangalore [E118],Civil Engineering [CE]
723,E118,RNS Institute of Technology  Bangalore [E118],"Computer Science Engineering-AI, Machine Learning [CA]"
726,E118,RNS Institute of Technology  Bangalore [E118],Computer Science Engineering-Cyber Security [CY]
727,E118,RNS Institute of Technology  Bangalore [E118],Computer Science Engineering-Data Sciences [DS]
725,E118,RNS Institute of Technology  Bangalore [E118],Computers Science And Engineering [CS]
729,E118,RNS Institute of Technology  Bangalore [E118],Electrical And Electronics Engineering [EE]
728,E118,RNS Institute of Technology  Bangalore [E118],Electronics and Communication Engineering [EC]
730,E118,RNS Institute of Technology  Bangalore [E118],Information Science and Engineering [IE]
731,E118,RNS Institute of Technology  Bangalore [E118],Mechanical Engineering [ME]
732,E119,"K C T Engineering College  Roza(B),Gulbarga [E119]",Civil Engineering [CE]
733,E119,"K C T Engineering College  Roza(B),Gulbarga [E119]",Computers Science And Engineering [CS]
734,E119,"K C T Engineering College  Roza(B),Gulbarga [E119]",Electronics and Communication Engineering [EC]
735,E119,"K C T Engineering College  Roza(B),Gulbarga [E119]",Mechanical Engineering [ME]
736,E120,Jnanavikasa Institute of Technology  Ramanagar-Dist [E120],Civil Engineering [CE]
737,E120,Jnanavikasa Institute of Technology  Ramanagar-Dist [E120],Computers Science And Engineering [CS]
738,E120,Jnanavikasa Institute of Technology  Ramanagar-Dist [E120],Electronics and Communication Engineering [EC]
739,E120,Jnanavikasa Institute of Technology  Ramanagar-Dist [E120],Information Science and Engineering [IE]
740,E120,Jnanavikasa Institute of Technology  Ramanagar-Dist [E120],Mechanical Engineering [ME]
741,E121,Vivekananada College of Engineering Technology  D K DIST [E121],Artificial Intelligence and Machine Learning [AI]
742,E121,Vivekananada College of Engineering Technology  D K DIST [E121],Civil Engineering [CE]
744,E121,Vivekananada College of Engineering Technology  D K DIST [E121],Computer Science Engineering-Data Sciences [DS]
743,E121,Vivekananada College of Engineering Technology  D K DIST [E121],Computers Science And Engineering [CS]
745,E121,Vivekananada College of Engineering Technology  D K DIST [E121],Electronics and Communication Engineering [EC]
746,E121,Vivekananada College of Engineering Technology  D K DIST [E121],Mechanical Engineering [ME]
747,E123,Canara Engineering College Bantwal  DK DIST [E123],Artificial Intelligence and Machine Learning [AI]
748,E123,Canara Engineering College Bantwal  DK DIST [E123],Computer Science and Business Systems [CB]
749,E123,Canara Engineering College Bantwal  DK DIST [E123],Computer Science and Design [CD]
750,E123,Canara Engineering College Bantwal  DK DIST [E123],Computers Science And Engineering [CS]
751,E123,Canara Engineering College Bantwal  DK DIST [E123],Electronics and Communication Engineering [EC]
752,E123,Canara Engineering College Bantwal  DK DIST [E123],Information Science and Engineering [IE]
753,E123,Canara Engineering College Bantwal  DK DIST [E123],Mechanical Engineering [ME]
754,E124,"Rajiv Gandhi Institute of Technology  R.T Nagar Post, Bangalore [E124]",Bio Medical Engineering [BM]
755,E124,"Rajiv Gandhi Institute of Technology  R.T Nagar Post, Bangalore [E124]",Civil Engineering [CE]
756,E124,"Rajiv Gandhi Institute of Technology  R.T Nagar Post, Bangalore [E124]",Computers Science And Engineering [CS]
758,E124,"Rajiv Gandhi Institute of Technology  R.T Nagar Post, Bangalore [E124]",Electrical And Electronics Engineering [EE]
757,E124,"Rajiv Gandhi Institute of Technology  R.T Nagar Post, Bangalore [E124]",Electronics and Communication Engineering [EC]
759,E124,"Rajiv Gandhi Institute of Technology  R.T Nagar Post, Bangalore [E124]",Mechanical Engineering [ME]
760,E126,"B M S Institute of Technology and Management  Yelahanka, Bangalore [E126]",Artificial Intelligence and Machine Learning [AI]
762,E126,"B M S Institute of Technology and Management  Yelahanka, Bangalore [E126]",Civil Engineering [CE]
761,E126,"B M S Institute of Technology and Management  Yelahanka, Bangalore [E126]",Computer Science and Business Systems [CB]
763,E126,"B M S Institute of Technology and Management  Yelahanka, Bangalore [E126]",Computers Science And Engineering [CS]
765,E126,"B M S Institute of Technology and Management  Yelahanka, Bangalore [E126]",Electrical And Electronics Engineering [EE]
764,E126,"B M S Institute of Technology and Management  Yelahanka, Bangalore [E126]",Electronics and Communication Engineering [EC]
766,E126,"B M S Institute of Technology and Management  Yelahanka, Bangalore [E126]",Electronics and Telecommunication Engineering [ET]
767,E126,"B M S Institute of Technology and Management  Yelahanka, Bangalore [E126]",Information Science and Engineering [IE]
768,E126,"B M S Institute of Technology and Management  Yelahanka, Bangalore [E126]",Mechanical Engineering [ME]
769,E127,M S Engineering College  Bangalore Urban [E127],Artificial Intelligence and Machine Learning [AI]
770,E127,M S Engineering College  Bangalore Urban [E127],Civil Engineering [CE]
771,E127,M S Engineering College  Bangalore Urban [E127],Computers Science And Engineering [CS]
772,E127,M S Engineering College  Bangalore Urban [E127],Electronics and Communication Engineering [EC]
773,E127,M S Engineering College  Bangalore Urban [E127],Information Science and Engineering [IE]
774,E127,M S Engineering College  Bangalore Urban [E127],Mechanical Engineering [ME]
775,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi [E128]",Artificial Intelligence And Data Science [AD]
779,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi [E128]",B TECH IN CIVIL ENGINEERING [BP]
780,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi [E128]",B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
777,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi [E128]",B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING [BJ]
776,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi [E128]",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB]
778,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi [E128]",B TECH IN ENERGY ENGINEERING [BK]
782,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi [E128]",B TECH IN MECHANICAL ENGINEERING [DB]
781,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi [E128]",Computer Science and Design [CD]
783,E129,St. Joseph Engineering College  Mangalore [E129],Artificial Intelligence and Machine Learning [AI]
785,E129,St. Joseph Engineering College  Mangalore [E129],Civil Engineering [CE]
787,E129,St. Joseph Engineering College  Mangalore [E129],Computer Science Engineering-Data Sciences [DS]
784,E129,St. Joseph Engineering College  Mangalore [E129],Computer Science and Business Systems [CB]
786,E129,St. Joseph Engineering College  Mangalore [E129],Computers Science And Engineering [CS]
789,E129,St. Joseph Engineering College  Mangalore [E129],Electrical And Electronics Engineering [EE]
788,E129,St. Joseph Engineering College  Mangalore [E129],Electronics and Communication Engineering [EC]
790,E129,St. Joseph Engineering College  Mangalore [E129],Mechanical Engineering [ME]
791,E130,Shridevi Institute of Engineering and Technology  Tumkur [E130],Artificial Intelligence And Data Science [AD]
792,E130,Shridevi Institute of Engineering and Technology  Tumkur [E130],Civil Engineering [CE]
793,E130,Shridevi Institute of Engineering and Technology  Tumkur [E130],Computers Science And Engineering [CS]
795,E130,Shridevi Institute of Engineering and Technology  Tumkur [E130],Electrical And Electronics Engineering [EE]
794,E130,Shridevi Institute of Engineering and Technology  Tumkur [E130],Electronics and Communication Engineering [EC]
796,E130,Shridevi Institute of Engineering and Technology  Tumkur [E130],Information Science and Engineering [IE]
797,E130,Shridevi Institute of Engineering and Technology  Tumkur [E130],Mechanical Engineering [ME]
798,E132,Secab Institute of Engineering and Technology  Bijapur [E132],Civil Engineering [CE]
799,E132,Secab Institute of Engineering and Technology  Bijapur [E132],Computers Science And Engineering [CS]
801,E132,Secab Institute of Engineering and Technology  Bijapur [E132],Electrical And Electronics Engineering [EE]
800,E132,Secab Institute of Engineering and Technology  Bijapur [E132],Electronics and Communication Engineering [EC]
802,E132,Secab Institute of Engineering and Technology  Bijapur [E132],Mechanical Engineering [ME]
803,E133,G S S S Institute of Engineering and Technology for Women  Mysore [E133],Artificial Intelligence And Data Science [AD]
804,E133,G S S S Institute of Engineering and Technology for Women  Mysore [E133],"Computer Science Engineering-AI, Machine Learning [CA]"
805,E133,G S S S Institute of Engineering and Technology for Women  Mysore [E133],Computers Science And Engineering [CS]
807,E133,G S S S Institute of Engineering and Technology for Women  Mysore [E133],Electrical And Electronics Engineering [EE]
806,E133,G S S S Institute of Engineering and Technology for Women  Mysore [E133],Electronics and Communication Engineering [EC]
808,E133,G S S S Institute of Engineering and Technology for Women  Mysore [E133],Information Science and Engineering [IE]
809,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt. [E134]",Civil Engineering [CE]
810,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt. [E134]",Computers Science And Engineering [CS]
812,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt. [E134]",Electrical And Electronics Engineering [EE]
811,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt. [E134]",Electronics and Communication Engineering [EC]
813,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt. [E134]",Information Science and Engineering [IE]
814,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt. [E134]",Mechanical Engineering [ME]
816,E135,"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist [E135]",Civil Engineering [CE]
815,E135,"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist [E135]","Computer Science Engineering-AI, Machine Learning [CA]"
817,E135,"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist [E135]",Computers Science And Engineering [CS]
819,E135,"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist [E135]",Electrical And Electronics Engineering [EE]
818,E135,"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist [E135]",Electronics and Communication Engineering [EC]
820,E135,"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist [E135]",Mechanical Engineering [ME]
821,E136,Moodalakatte Institute of Technology  Udupi District [E136],Artificial Intelligence and Machine Learning [AI]
822,E136,Moodalakatte Institute of Technology  Udupi District [E136],Civil Engineering [CE]
824,E136,Moodalakatte Institute of Technology  Udupi District [E136],Computer Science Engineering-Data Sciences [DS]
823,E136,Moodalakatte Institute of Technology  Udupi District [E136],Computers Science And Engineering [CS]
825,E136,Moodalakatte Institute of Technology  Udupi District [E136],Electronics and Communication Engineering [EC]
826,E136,Moodalakatte Institute of Technology  Udupi District [E136],Information Science and Engineering [IE]
827,E139,Impact College of Engineering and Applied Sciences  Bangalore [E139],Artificial Intelligence and Machine Learning [AI]
834,E139,Impact College of Engineering and Applied Sciences  Bangalore [E139],Automation and Robotics Engineering [RO]
828,E139,Impact College of Engineering and Applied Sciences  Bangalore [E139],Civil Engineering [CE]
830,E139,Impact College of Engineering and Applied Sciences  Bangalore [E139],Computer Science Engineering-Cyber Security [CY]
831,E139,Impact College of Engineering and Applied Sciences  Bangalore [E139],Computer Science Engineering-Data Sciences [DS]
829,E139,Impact College of Engineering and Applied Sciences  Bangalore [E139],Computers Science And Engineering [CS]
832,E139,Impact College of Engineering and Applied Sciences  Bangalore [E139],Electronics and Communication Engineering [EC]
833,E139,Impact College of Engineering and Applied Sciences  Bangalore [E139],Mechanical Engineering [ME]
835,E141,P E S University (Electronic City Campus)  Bangalore [E141],B TECH IN COMP SCI & ENGG (AI & ML) [AM]
837,E141,P E S University (Electronic City Campus)  Bangalore [E141],B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
836,E141,P E S University (Electronic City Campus)  Bangalore [E141],B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB]
838,E142,"Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist. [E142]",Artificial Intelligence and Machine Learning [AI]
839,E142,"Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist. [E142]",Civil Engineering [CE]
840,E142,"Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist. [E142]",Computers Science And Engineering [CS]
841,E142,"Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist. [E142]",Electronics and Communication Engineering [EC]
842,E142,"Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist. [E142]",Information Science and Engineering [IE]
843,E142,"Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist. [E142]",Mechanical Engineering [ME]
845,E144,Srinivas Institute of Technology  Mangalore. [E144],Aeronautical Engineering [AE]
844,E144,Srinivas Institute of Technology  Mangalore. [E144],Artificial Intelligence And Data Science [AD]
846,E144,Srinivas Institute of Technology  Mangalore. [E144],Artificial Intelligence and Machine Learning [AI]
847,E144,Srinivas Institute of Technology  Mangalore. [E144],Automobile  Engineering [AU]
848,E144,Srinivas Institute of Technology  Mangalore. [E144],Computer Science and Business Systems [CB]
849,E144,Srinivas Institute of Technology  Mangalore. [E144],Computer Science and Design [CD]
850,E144,Srinivas Institute of Technology  Mangalore. [E144],Computers Science And Engineering [CS]
852,E144,Srinivas Institute of Technology  Mangalore. [E144],Electrical And Electronics Engineering [EE]
851,E144,Srinivas Institute of Technology  Mangalore. [E144],Electronics and Communication Engineering [EC]
853,E144,Srinivas Institute of Technology  Mangalore. [E144],Information Science and Engineering [IE]
855,E144,Srinivas Institute of Technology  Mangalore. [E144],Marine Engineering [MR]
854,E144,Srinivas Institute of Technology  Mangalore. [E144],Mechanical Engineering [ME]
856,E145,"Rajarajeswari College of Engineering  Kumbalagodu,Bangalore [E145]",Artificial Intelligence and Machine Learning [AI]
862,E145,"Rajarajeswari College of Engineering  Kumbalagodu,Bangalore [E145]","CS-Internet of things,Cyber Security(Block Chain) [IC]"
858,E145,"Rajarajeswari College of Engineering  Kumbalagodu,Bangalore [E145]",Civil Engineering [CE]
857,E145,"Rajarajeswari College of Engineering  Kumbalagodu,Bangalore [E145]",Computer Science and Design [CD]
859,E145,"Rajarajeswari College of Engineering  Kumbalagodu,Bangalore [E145]",Computers Science And Engineering [CS]
861,E145,"Rajarajeswari College of Engineering  Kumbalagodu,Bangalore [E145]",Electrical And Electronics Engineering [EE]
860,E145,"Rajarajeswari College of Engineering  Kumbalagodu,Bangalore [E145]",Electronics and Communication Engineering [EC]
863,E145,"Rajarajeswari College of Engineering  Kumbalagodu,Bangalore [E145]",Information Science and Engineering [IE]
