,InstituteId,Institution,Course
1140,E199,"AGM Rural Engineering College  Hubli, Darward (D) [E199]",Computer Science and Design [CD]
1142,E199,"AGM Rural Engineering College  Hubli, Darward (D) [E199]",Computers Science And Engineering [CS]
1144,E199,"AGM Rural Engineering College  Hubli, Darward (D) [E199]",Electrical And Electronics Engineering [EE]
1143,E199,"AGM Rural Engineering College  Hubli, Darward (D) [E199]",Electronics and Communication Engineering [EC]
1145,E199,"AGM Rural Engineering College  Hubli, Darward (D) [E199]",Mechanical Engineering [ME]
1146,E201,"Gopalan College of Engineering and Management  White Field, Bangalore [E201]",Aeronautical Engineering [AE]
1147,E201,"Gopalan College of Engineering and Management  White Field, Bangalore [E201]",Civil Engineering [CE]
1148,E201,"Gopalan College of Engineering and Management  White Field, Bangalore [E201]",Computers Science And Engineering [CS]
1149,E201,"Gopalan College of Engineering and Management  White Field, Bangalore [E201]",Electronics and Communication Engineering [EC]
1150,E201,"Gopalan College of Engineering and Management  White Field, Bangalore [E201]",Information Science and Engineering [IE]
1151,E201,"Gopalan College of Engineering and Management  White Field, Bangalore [E201]",Mechanical Engineering [ME]
1152,E202,Sampoorna Institute of Technology and Research  Ramanagara (D) [E202],Artificial Intelligence And Data Science [AD]
1154,E202,Sampoorna Institute of Technology and Research  Ramanagara (D) [E202],Civil Engineering [CE]
1153,E202,Sampoorna Institute of Technology and Research  Ramanagara (D) [E202],"Computer Science Engineering-AI, Machine Learning [CA]"
1155,E202,Sampoorna Institute of Technology and Research  Ramanagara (D) [E202],Computers Science And Engineering [CS]
1157,E202,Sampoorna Institute of Technology and Research  Ramanagara (D) [E202],Electrical And Electronics Engineering [EE]
1156,E202,Sampoorna Institute of Technology and Research  Ramanagara (D) [E202],Electronics and Communication Engineering [EC]
1158,E202,Sampoorna Institute of Technology and Research  Ramanagara (D) [E202],Mechanical Engineering [ME]
1159,E203,"K.S. School of Engineering And Management  Mallasandra, Bangalore [E203]",Artificial Intelligence And Data Science [AD]
1161,E203,"K.S. School of Engineering And Management  Mallasandra, Bangalore [E203]",Civil Engineering [CE]
1160,E203,"K.S. School of Engineering And Management  Mallasandra, Bangalore [E203]",Computer Science and Business Systems [CB]
1162,E203,"K.S. School of Engineering And Management  Mallasandra, Bangalore [E203]",Computers Science And Engineering [CS]
1163,E203,"K.S. School of Engineering And Management  Mallasandra, Bangalore [E203]",Electronics and Communication Engineering [EC]
1164,E203,"K.S. School of Engineering And Management  Mallasandra, Bangalore [E203]",Mechanical Engineering [ME]
1165,E204,"Bangalore Technological  Institute  Sarjapura Rd, Bangalore [E204]",Artificial Intelligence and Machine Learning [AI]
1166,E204,"Bangalore Technological  Institute  Sarjapura Rd, Bangalore [E204]",Civil Engineering [CE]
1167,E204,"Bangalore Technological  Institute  Sarjapura Rd, Bangalore [E204]",Computer Engineering [CO]
1168,E204,"Bangalore Technological  Institute  Sarjapura Rd, Bangalore [E204]",Computers Science And Engineering [CS]
1169,E204,"Bangalore Technological  Institute  Sarjapura Rd, Bangalore [E204]",Electronics and Communication Engineering [EC]
1170,E204,"Bangalore Technological  Institute  Sarjapura Rd, Bangalore [E204]",Mechanical Engineering [ME]
1171,E204,"Bangalore Technological  Institute  Sarjapura Rd, Bangalore [E204]",Robotics and Artificial Intelligence [RI]
1174,E205,"ATME College of Engineering  Varun  hobli,Mysore [E205]",Civil Engineering [CE]
1172,E205,"ATME College of Engineering  Varun  hobli,Mysore [E205]","Computer Science Engineering-AI, Machine Learning [CA]"
1176,E205,"ATME College of Engineering  Varun  hobli,Mysore [E205]",Computer Science Engineering-Cyber Security [CY]
1177,E205,"ATME College of Engineering  Varun  hobli,Mysore [E205]",Computer Science Engineering-Data Sciences [DS]
1173,E205,"ATME College of Engineering  Varun  hobli,Mysore [E205]",Computer Science and Design [CD]
1175,E205,"ATME College of Engineering  Varun  hobli,Mysore [E205]",Computers Science And Engineering [CS]
1179,E205,"ATME College of Engineering  Varun  hobli,Mysore [E205]",Electrical And Electronics Engineering [EE]
1178,E205,"ATME College of Engineering  Varun  hobli,Mysore [E205]",Electronics and Communication Engineering [EC]
1180,E205,"ATME College of Engineering  Varun  hobli,Mysore [E205]",Mechanical Engineering [ME]
1181,E206,Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist [E206],Artificial Intelligence And Data Science [AD]
1182,E206,Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist [E206],Artificial Intelligence and Machine Learning [AI]
1183,E206,Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist [E206],Civil Engineering [CE]
1184,E206,Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist [E206],Computers Science And Engineering [CS]
1185,E206,Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist [E206],Electronics and Communication Engineering [EC]
1186,E206,Shri Madhwa Vadiraja Institute of Technology and Management  Udupi Dist [E206],Mechanical Engineering [ME]
1188,E207,"VSMs Somashekar R Kothiwale Institute of Technology  Nippani, Belgaum- Dist [E207]",Civil Engineering [CE]
1187,E207,"VSMs Somashekar R Kothiwale Institute of Technology  Nippani, Belgaum- Dist [E207]","Computer Science Engineering-AI, Machine Learning [CA]"
1189,E207,"VSMs Somashekar R Kothiwale Institute of Technology  Nippani, Belgaum- Dist [E207]",Computers Science And Engineering [CS]
1190,E207,"VSMs Somashekar R Kothiwale Institute of Technology  Nippani, Belgaum- Dist [E207]",Electronics and Communication Engineering [EC]
1191,E207,"VSMs Somashekar R Kothiwale Institute of Technology  Nippani, Belgaum- Dist [E207]",Mechanical Engineering [ME]
1192,E208,Achutha Institute of Technology  Bangalore [E208],Computers Science And Engineering [CS]
1193,E208,Achutha Institute of Technology  Bangalore [E208],Electronics and Communication Engineering [EC]
1194,E209,Jyothi Institute of Technology  Bangalore [E209],Artificial Intelligence and Machine Learning [AI]
1195,E209,Jyothi Institute of Technology  Bangalore [E209],Civil Engineering [CE]
1196,E209,Jyothi Institute of Technology  Bangalore [E209],Computers Science And Engineering [CS]
1197,E209,Jyothi Institute of Technology  Bangalore [E209],Electronics and Communication Engineering [EC]
1198,E209,Jyothi Institute of Technology  Bangalore [E209],Information Science and Engineering [IE]
1199,E209,Jyothi Institute of Technology  Bangalore [E209],Mechanical Engineering [ME]
1200,E210,"G Madegowda Institute of Technology  Maddur Taluk, Mandya  DIST [E210]",Artificial Intelligence and Machine Learning [AI]
1201,E210,"G Madegowda Institute of Technology  Maddur Taluk, Mandya  DIST [E210]",Civil Engineering [CE]
1202,E210,"G Madegowda Institute of Technology  Maddur Taluk, Mandya  DIST [E210]",Computers Science And Engineering [CS]
1204,E210,"G Madegowda Institute of Technology  Maddur Taluk, Mandya  DIST [E210]",Electrical And Electronics Engineering [EE]
1203,E210,"G Madegowda Institute of Technology  Maddur Taluk, Mandya  DIST [E210]",Electronics and Communication Engineering [EC]
1205,E210,"G Madegowda Institute of Technology  Maddur Taluk, Mandya  DIST [E210]",Mechanical Engineering [ME]
1206,E211,"Jain Institute of Technology  Cross,Davanagere [E211]",Civil Engineering [CE]
1207,E211,"Jain Institute of Technology  Cross,Davanagere [E211]",Computers Science And Engineering [CS]
1209,E211,"Jain Institute of Technology  Cross,Davanagere [E211]",Electrical And Electronics Engineering [EE]
1208,E211,"Jain Institute of Technology  Cross,Davanagere [E211]",Electronics and Communication Engineering [EC]
1210,E211,"Jain Institute of Technology  Cross,Davanagere [E211]",Information Science and Engineering [IE]
1211,E211,"Jain Institute of Technology  Cross,Davanagere [E211]",Mechanical Engineering [ME]
1212,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Artificial Intelligence and Machine Learning [AI]
1221,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],"CS-Internet of things,Cyber Security(Block Chain) [IC]"
1214,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Civil Engineering [CE]
1215,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Computer Science Engineering-Artificial Intel. [CF]
1217,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Computer Science Engineering-Cyber Security [CY]
1218,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Computer Science Engineering-Data Sciences [DS]
1213,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Computer Science and Design [CD]
1216,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Computers Science And Engineering [CS]
1220,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Electrical And Electronics Engineering [EE]
1219,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Electronics and Communication Engineering [EC]
1222,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Information Science and Engineering [IE]
1223,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Mechanical Engineering [ME]
1224,E213,Lingarajappa Engineering College  Bidar [E213],Civil Engineering [CE]
1225,E213,Lingarajappa Engineering College  Bidar [E213],Computers Science And Engineering [CS]
1227,E213,Lingarajappa Engineering College  Bidar [E213],Electrical And Electronics Engineering [EE]
1226,E213,Lingarajappa Engineering College  Bidar [E213],Electronics and Communication Engineering [EC]
1228,E213,Lingarajappa Engineering College  Bidar [E213],Mechanical Engineering [ME]
1229,E216,Shetty Institute of Technology  Gulbarga [E216],Artificial Intelligence and Machine Learning [AI]
1230,E216,Shetty Institute of Technology  Gulbarga [E216],Civil Engineering [CE]
1231,E216,Shetty Institute of Technology  Gulbarga [E216],Computers Science And Engineering [CS]
1232,E216,Shetty Institute of Technology  Gulbarga [E216],Electrical And Electronics Engineering [EE]
1235,E220,Alliance University  Bangalore [E220],B TECH IN AERO SPACE ENGINEERING [BL]
1236,E220,Alliance University  Bangalore [E220],B TECH IN CIVIL ENGINEERING [BP]
1237,E220,Alliance University  Bangalore [E220],B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
1234,E220,Alliance University  Bangalore [E220],B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING [BJ]
1233,E220,Alliance University  Bangalore [E220],B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB]
1238,E220,Alliance University  Bangalore [E220],B TECH IN INFORMATION TECHNOLOGY [CW]
1239,E220,Alliance University  Bangalore [E220],B TECH IN MECHANICAL ENGINEERING [DB]
1240,E221,"Biluru Gurubasava Mahaswamiji Institute of Technology  Mudhol,Bagalkot- Dist [E221]",Artificial Intelligence and Machine Learning [AI]
1241,E221,"Biluru Gurubasava Mahaswamiji Institute of Technology  Mudhol,Bagalkot- Dist [E221]",Civil Engineering [CE]
1242,E221,"Biluru Gurubasava Mahaswamiji Institute of Technology  Mudhol,Bagalkot- Dist [E221]",Computers Science And Engineering [CS]
1243,E221,"Biluru Gurubasava Mahaswamiji Institute of Technology  Mudhol,Bagalkot- Dist [E221]",Electronics and Communication Engineering [EC]
1244,E221,"Biluru Gurubasava Mahaswamiji Institute of Technology  Mudhol,Bagalkot- Dist [E221]",Mechanical Engineering [ME]
1246,E222,"Cambridge Institutute of Technology-North Campus  Devanahalli(TQ),Bangalore(R) [E222]",Computer Science Engineering-Cyber Security [CY]
1245,E222,"Cambridge Institutute of Technology-North Campus  Devanahalli(TQ),Bangalore(R) [E222]",Computers Science And Engineering [CS]
1247,E222,"Cambridge Institutute of Technology-North Campus  Devanahalli(TQ),Bangalore(R) [E222]",Electronics and Communication Engineering [EC]
1248,E222,"Cambridge Institutute of Technology-North Campus  Devanahalli(TQ),Bangalore(R) [E222]",Mechanical Engineering [ME]
1249,E225,S.J.B School of Architecture and Planning  Bangalore [E225],DESIGN [DG]
1250,E227,Cauvery Institute of Technology  Mandya tq [E227],Civil Engineering [CE]
1251,E227,Cauvery Institute of Technology  Mandya tq [E227],Computers Science And Engineering [CS]
1252,E227,Cauvery Institute of Technology  Mandya tq [E227],Electronics and Communication Engineering [EC]
1253,E227,Cauvery Institute of Technology  Mandya tq [E227],Mechanical Engineering [ME]
1261,E232,Reva University  Bangalore [E232],B TECH IN  COMPUTER SCIENCE AND INFO TECH [BU]
1259,E232,Reva University  Bangalore [E232],B TECH IN AERO SPACE ENGINEERING [BL]
1257,E232,Reva University  Bangalore [E232],B TECH IN ARTIFICIAL INTELLI AND DATA SCIENCE [BG]
1260,E232,Reva University  Bangalore [E232],B TECH IN CIVIL ENGINEERING [BP]
1254,E232,Reva University  Bangalore [E232],B TECH IN COMP SCI & ENGG (AI & ML) [AM]
1264,E232,Reva University  Bangalore [E232],B TECH IN COMP SCI AND ENGG(IOT AND BLOCK CHAIN) [CN]
1262,E232,Reva University  Bangalore [E232],B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
1269,E232,Reva University  Bangalore [E232],B TECH IN COMPUTER SCIENCE AND SYSTEM ENGG [DK]
1258,E232,Reva University  Bangalore [E232],B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING [BJ]
1256,E232,Reva University  Bangalore [E232],B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB]
1263,E232,Reva University  Bangalore [E232],B TECH IN ELECTRONICS & COMPUTER ENGINEERING [CL]
1265,E232,Reva University  Bangalore [E232],B TECH IN INFORMATION SCIENCE ENGINEERING [CU]
1266,E232,Reva University  Bangalore [E232],B TECH IN MECHANICAL ENGINEERING [DB]
1267,E232,Reva University  Bangalore [E232],B TECH IN MECHATRONICS ENGINEERING [DD]
1268,E232,Reva University  Bangalore [E232],B TECH IN ROBOTICS AND AUTOMATION [DF]
1255,E232,Reva University  Bangalore [E232],B.Tech(Agri.Engg) [BA]
1270,E235,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],Automotive Engineering [AT]
1274,E235,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN AERO SPACE ENGINEERING [BL]
1272,E235,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN ARTIFICIAL INTELLIGENCE AND ML [BH]
1275,E235,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN CIVIL ENGINEERING [BP]
1276,E235,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
1273,E235,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING [BJ]
1271,E235,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB]
1277,E235,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN INFORMATION SCIENCE ENGINEERING [CU]
1278,E235,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN MATHAMATICS AND COMPUTING [DA]
1279,E235,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN MECHANICAL ENGINEERING [DB]
1280,E235,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN ROBOTICS [DJ]
1287,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN  COMPUTER SCIENCE AND INFO TECH [BU]
1285,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN CIVIL ENGINEERING [BP]
1281,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMP SCI & ENGG (AI & ML) [AM]
1290,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMP SCIENCE AND ENGG(CYBER SECURITY) [BX]
1291,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMP SCIENCE AND TECHNOLOGY(DEV OPS) [BY]
1288,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMPUTER ENGINEERING [BV]
1297,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMPUTER SCIENCE AND ENGG(BLOCK CHAIN) [CZ]
1292,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMPUTER SCIENCE AND ENGG(DATA SCIENCE) [BZ]
1289,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
1294,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMPUTER SCIENCE AND ENGINEERING(IOT) [CQ]
1284,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMPUTER SCIENCE AND TECH(BIG DATA) [BN]
1286,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMPUTER SCIENCE AND TECHNOLOGY [BQ]
1283,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING [BJ]
1282,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB]
1296,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN INFORMATION SCIENCE & TECHNOLOGY [CX]
1295,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN INFORMATION SCIENCE ENGINEERING [CU]
1298,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN MECHANICAL ENGINEERING [DB]
1299,E237,"Presidency University  Yelahanka, Bangalore [E237]",B TECH IN PETROLEUM ENGINEERING [DE]
1301,E237,"Presidency University  Yelahanka, Bangalore [E237]",B.Tech in VLSI [DN]
1300,E237,"Presidency University  Yelahanka, Bangalore [E237]",COMPUTER SCIENCE AND ENGINEERING (NETWORKS) [DM]
1293,E237,"Presidency University  Yelahanka, Bangalore [E237]",ELECTRONICS  ENGINEERING(VLSI DESIGN & TECH) [CM]
1302,E238,Mysuru Royal Institute of Technology  Mandya (D) [E238],Civil Engineering [CE]
1303,E238,Mysuru Royal Institute of Technology  Mandya (D) [E238],Computers Science And Engineering [CS]
1304,E238,Mysuru Royal Institute of Technology  Mandya (D) [E238],Electronics and Communication Engineering [EC]
1305,E238,Mysuru Royal Institute of Technology  Mandya (D) [E238],Information Science and Engineering [IE]
1306,E238,Mysuru Royal Institute of Technology  Mandya (D) [E238],Mechanical Engineering [ME]
1307,E239,"East West College of Engineering  Yelahanka New Town, Bangalore [E239]",Aeronautical Engineering [AE]
1309,E239,"East West College of Engineering  Yelahanka New Town, Bangalore [E239]",Agriculture Engineering [EA]
1308,E239,"East West College of Engineering  Yelahanka New Town, Bangalore [E239]",Computers Science And Engineering [CS]
1310,E239,"East West College of Engineering  Yelahanka New Town, Bangalore [E239]",Electronics and Communication Engineering [EC]
1311,E239,"East West College of Engineering  Yelahanka New Town, Bangalore [E239]",Mechanical Engineering [ME]
1314,E240,"Dayananda Sagar University  Hosur Road, Bangalore [E240]",B TECH IN AERO SPACE ENGINEERING [BL]
1312,E240,"Dayananda Sagar University  Hosur Road, Bangalore [E240]",B TECH IN COMP SCI & ENGG (AI & ML) [AM]
1317,E240,"Dayananda Sagar University  Hosur Road, Bangalore [E240]",B TECH IN COMP SCIENCE AND ENGG(CYBER SECURITY) [BX]
1318,E240,"Dayananda Sagar University  Hosur Road, Bangalore [E240]",B TECH IN COMPUTER SCIENCE AND ENGG(DATA SCIENCE) [BZ]
1316,E240,"Dayananda Sagar University  Hosur Road, Bangalore [E240]",B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
1315,E240,"Dayananda Sagar University  Hosur Road, Bangalore [E240]",B TECH IN COMPUTER SCIENCE AND TECHNOLOGY [BQ]
1313,E240,"Dayananda Sagar University  Hosur Road, Bangalore [E240]",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB]
1319,E240,"Dayananda Sagar University  Hosur Road, Bangalore [E240]",B TECH IN MECHANICAL ENGINEERING [DB]
1320,E240,"Dayananda Sagar University  Hosur Road, Bangalore [E240]",B Tech in ROBOTICS AND ARTIFICIAL INTELLIGENCE [DH]
1329,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],Automation and Robotics Engineering [RO]
1321,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],Bio Technology [BT]
1322,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],Civil Engineering [CE]
1323,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],Computer Science Engineering-Artificial Intel. [CF]
1325,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],Computers Science And Engineering [CS]
1324,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],ELECTRONICS  ENGINEERING(VLSI DESIGN & TECH) [CM]
1327,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],Electrical And Electronics Engineering [EE]
1326,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],Electronics and Communication Engineering [EC]
1328,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],Mechanical Engineering [ME]
1331,E252,Mysore College of Engineering and Management  Mysore [E252],Civil Engineering [CE]
1330,E252,Mysore College of Engineering and Management  Mysore [E252],"Computer Science Engineering-AI, Machine Learning [CA]"
1333,E252,Mysore College of Engineering and Management  Mysore [E252],Computer Science Engineering-Data Sciences [DS]
1332,E252,Mysore College of Engineering and Management  Mysore [E252],Computers Science And Engineering [CS]
1334,E252,Mysore College of Engineering and Management  Mysore [E252],Electronics and Communication Engineering [EC]
1335,E252,Mysore College of Engineering and Management  Mysore [E252],Information Science and Engineering [IE]
1336,E252,Mysore College of Engineering and Management  Mysore [E252],Mechanical Engineering [ME]
1337,E254,A J Institute Of Engineering And Technology  MANGALORE [E254],Artificial Intelligence And Data Science [AD]
1342,E254,A J Institute Of Engineering And Technology  MANGALORE [E254],"CS-Internet of things,Cyber Security(Block Chain) [IC]"
1339,E254,A J Institute Of Engineering And Technology  MANGALORE [E254],Civil Engineering [CE]
1338,E254,A J Institute Of Engineering And Technology  MANGALORE [E254],"Computer Science Engineering-AI, Machine Learning [CA]"
1340,E254,A J Institute Of Engineering And Technology  MANGALORE [E254],Computers Science And Engineering [CS]
1341,E254,A J Institute Of Engineering And Technology  MANGALORE [E254],Electronics and Communication Engineering [EC]
1343,E254,A J Institute Of Engineering And Technology  MANGALORE [E254],Information Science and Engineering [IE]
1344,E254,A J Institute Of Engineering And Technology  MANGALORE [E254],Mechanical Engineering [ME]
1347,E255,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Civil Engineering [CE]
1345,E255,Gitam School Of Technology  BANGALORE RURAL DIST [E255],"Computer Science Engineering-AI, Machine Learning [CA]"
1349,E255,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Computer Science Engineering-Cyber Security [CY]
1350,E255,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Computer Science Engineering-Data Sciences [DS]
1353,E255,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Computer Science Engineering-Internet of Things [IO]
1346,E255,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Computer Science and Business Systems [CB]
1348,E255,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Computers Science And Engineering [CS]
1352,E255,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Electrical And Electronics Engineering [EE]
1351,E255,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Electronics and Communication Engineering [EC]
1354,E255,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Mechanical Engineering [ME]
1357,E257,"CMR University  CHAGALATTI, BANGALORE [E257]",B TECH IN COMPUTER SCIENCE AND ENGG(DATA SCIENCE) [BZ]
1356,E257,"CMR University  CHAGALATTI, BANGALORE [E257]",B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
1355,E257,"CMR University  CHAGALATTI, BANGALORE [E257]",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB]
1359,E257,"CMR University  CHAGALATTI, BANGALORE [E257]",B TECH IN INFORMATION TECHNOLOGY [CW]
1358,E257,"CMR University  CHAGALATTI, BANGALORE [E257]","Computer Science Engineering-AI, Machine Learning [CA]"
1360,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE [E258]",Artificial Intelligence And Data Science [AD]
1362,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE [E258]",Civil Engineering [CE]
1361,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE [E258]","Computer Science Engineering-AI, Machine Learning [CA]"
1363,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE [E258]",Computers Science And Engineering [CS]
1364,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE [E258]",Electronics and Communication Engineering [EC]
1365,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE [E258]",Mechanical Engineering [ME]
1366,E260,Nitte School of Architecture  YELAHANKA BANGALORE [E260],DESIGN [DG]
1367,E260,Nitte School of Architecture  YELAHANKA BANGALORE [E260],Planning [UP]
1368,E263,School of Planning and Architecture  Mysore [E263],Planning [UP]
1369,E264,"Basava Engineering School of Technology  Zalaki, Vijaypura Dist. [E264]",Civil Engineering [CE]
1370,E264,"Basava Engineering School of Technology  Zalaki, Vijaypura Dist. [E264]",Computers Science And Engineering [CS]
1371,E264,"Basava Engineering School of Technology  Zalaki, Vijaypura Dist. [E264]",Mechanical Engineering [ME]
1372,E265,Jain College of Engineering and Technology  Hubballi [E265],Artificial Intelligence and Machine Learning [AI]
1373,E265,Jain College of Engineering and Technology  Hubballi [E265],Civil Engineering [CE]
1374,E265,Jain College of Engineering and Technology  Hubballi [E265],Computers Science And Engineering [CS]
1375,E265,Jain College of Engineering and Technology  Hubballi [E265],Electronics and Communication Engineering [EC]
1376,E265,Jain College of Engineering and Technology  Hubballi [E265],Mechanical Engineering [ME]
1378,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum [E269]",Civil Engineering [CE]
1377,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum [E269]","Computer Science Engineering-AI, Machine Learning [CA]"
1379,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum [E269]",Computers Science And Engineering [CS]
1380,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum [E269]",Electronics and Communication Engineering [EC]
1381,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum [E269]",Mechanical Engineering [ME]
1382,E272,"Government Engineering College  Talakal,Koppal [E272]",Civil Engineering [CE]
1383,E272,"Government Engineering College  Talakal,Koppal [E272]",Computers Science And Engineering [CS]
1385,E272,"Government Engineering College  Talakal,Koppal [E272]",Electrical And Electronics Engineering [EE]
1384,E272,"Government Engineering College  Talakal,Koppal [E272]",Electronics and Communication Engineering [EC]
1386,E272,"Government Engineering College  Talakal,Koppal [E272]",Mechanical Engineering [ME]
1387,E273,"Government Engineering College  Viprasainagar, Gangavathi [E273]",Civil Engineering [CE]
1388,E273,"Government Engineering College  Viprasainagar, Gangavathi [E273]",Computers Science And Engineering [CS]
1390,E273,"Government Engineering College  Viprasainagar, Gangavathi [E273]",Electrical And Electronics Engineering [EE]
1389,E273,"Government Engineering College  Viprasainagar, Gangavathi [E273]",Electronics and Communication Engineering [EC]
1391,E273,"Government Engineering College  Viprasainagar, Gangavathi [E273]",Mechanical Engineering [ME]
1392,E274,"Government Engineering College  Moselehosahalli,Hassan [E274]",Civil Engineering [CE]
1393,E274,"Government Engineering College  Moselehosahalli,Hassan [E274]",Computers Science And Engineering [CS]
1395,E274,"Government Engineering College  Moselehosahalli,Hassan [E274]",Electrical And Electronics Engineering [EE]
1394,E274,"Government Engineering College  Moselehosahalli,Hassan [E274]",Electronics and Communication Engineering [EC]
1396,E274,"Government Engineering College  Moselehosahalli,Hassan [E274]",Mechanical Engineering [ME]
1397,E275,"R V Institute of Technology and Management  JP Nagar, Bengaluru [E275]",Computers Science And Engineering [CS]
1398,E275,"R V Institute of Technology and Management  JP Nagar, Bengaluru [E275]",Electronics and Communication Engineering [EC]
1399,E275,"R V Institute of Technology and Management  JP Nagar, Bengaluru [E275]",Information Science and Engineering [IE]
