,InstituteId,InstituteName,Institution,CourseName,Course,Location,City,BranchCode,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,AvgCutoffRank,Category-1_min,Category-1_max,Category-2A_min,Category-2A_max,Category-2B_min,Category-2B_max,Category-3A_min,Category-3A_max,Category-3B_min,Category-3B_max,Category-GM_min,Category-GM_max,Category-SC_min,Category-SC_max,Category-ST_min,Category-ST_max
506,E085,"APS College of Engineering  Somanahalli, Bangalore","APS College of Engineering  Somanahalli, Bangalore [E085]",Computer Science Engineering-Cyber Security,Computer Science Engineering-Cyber Security [CY],Bengaluru,Bengaluru,CY,0,0,95466,92618,141599,0,0,0,0,83840,0,0,90936,0,0,81392,0,0,0,0,0,0,0,0,97641,95466,95466,92618,141599,0,0,83840,83840,90936,90936,81392,81392,0,0,0,0
528,E090,Sri Revana Siddeswara Institute of Technology  Bangalore North,Sri Revana Siddeswara Institute of Technology  Bangalore North [E090],Computers Science And Engineering,Computers Science And Engineering [CS],"Chikkajala,Bengaluru",Bengaluru,CS,0,0,0,83405,86814,0,0,0,0,0,0,0,0,0,0,80793,0,0,110271,0,127175,0,0,0,97691,0,0,83405,86814,0,0,0,0,0,0,80793,80793,110271,127175,0,0
1273,E235,M.S. Ramaiah University of Applied Sciences  Bangalore,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING,B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING [BJ],"New BEL Rd, MSR Nagar, Bengaluru",Bengaluru,BJ,89758,0,0,76874,0,87948,105304,0,0,0,0,0,72540,155884,0,58039,0,75518,157590,0,0,0,0,0,97717,89758,89758,76874,87948,105304,105304,0,0,72540,155884,58039,75518,157590,157590,0,0
514,E086,"Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore","Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore [E086]",Information Science and Engineering,Information Science and Engineering [IE],"Anekal,Bengaluru",Bengaluru,IE,0,0,0,85107,0,151654,86004,0,0,72391,0,0,76305,0,0,68904,102346,0,137215,0,0,99763,0,0,97743,0,0,85107,151654,86004,86004,72391,72391,76305,76305,68904,102346,137215,137215,99763,99763
793,E130,Shridevi Institute of Engineering and Technology  Tumkur,Shridevi Institute of Engineering and Technology  Tumkur [E130],Computers Science And Engineering,Computers Science And Engineering [CS],Tumakuru,Tumakuru,CS,84520,0,0,74830,0,98361,106724,0,0,0,0,0,77767,0,0,62325,68436,78354,134634,0,189701,100122,0,0,97797,84520,84520,74830,98361,106724,106724,0,0,77767,77767,62325,78354,134634,189701,100122,100122
938,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist","Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Computer Science and Business Systems,Computer Science and Business Systems [CB],"Belawadi, Mandya",Mandya,CB,103044,0,120563,71794,0,0,72849,0,147856,0,0,0,69942,0,0,65552,109517,0,120164,0,0,0,0,0,97920,103044,120563,71794,71794,72849,147856,0,0,69942,69942,65552,109517,120164,120164,0,0
494,E082,J S S Academy of Technical Education  Bangalore,J S S Academy of Technical Education  Bangalore [E082],Electronics and Instrumentation Engineering,Electronics and Instrumentation Engineering [EI],"Dr.Vishnuvardhan Rd, Srinivapura Post, Bengaluru",Bengaluru,EI,133016,0,0,67026,0,0,114408,0,0,67057,0,96539,78935,0,0,66122,103045,78765,174916,0,0,0,0,0,97982,133016,133016,67026,67026,114408,114408,67057,96539,78935,78935,66122,103045,174916,174916,0,0
974,E164,"Government Engineering College  Huvina Hadagali,Bellary Dist.","Government Engineering College  Huvina Hadagali,Bellary Dist. [E164]",Computers Science And Engineering,Computers Science And Engineering [CS],Bellary,Bellary,CS,0,0,0,104643,110674,117936,104721,0,0,90359,0,0,89609,0,91983,80424,83541,90999,117522,0,0,95782,0,0,98182,0,0,104643,117936,104721,104721,90359,90359,89609,91983,80424,90999,117522,117522,95782,95782
862,E145,"Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","Rajarajeswari College of Engineering  Kumbalagodu,Bangalore [E145]","CS-Internet of things,Cyber Security(Block Chain)","CS-Internet of things,Cyber Security(Block Chain) [IC]","Kumbalagodu, Bengaluru",Bengaluru,IC,0,0,0,80428,0,0,62867,0,0,65769,0,0,0,0,0,58607,184431,80959,154500,0,0,0,0,0,98223,0,0,80428,80428,62867,62867,65769,65769,0,0,58607,184431,154500,154500,0,0
1380,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum","Jain College of Engineering and Research  Udyambhag, Belgaum [E269]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Udyambhag, Belgaum",Belgaum,EC,76727,0,0,77490,0,100953,67967,0,99129,67167,127583,0,0,0,0,59708,60982,66057,147089,0,164765,164019,0,0,98433,76727,76727,77490,100953,67967,99129,67167,127583,0,0,59708,66057,147089,164765,164019,164019
1460,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE","G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN COMPUTER SCIENCE AND ENGINEERING,B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW],Davanagere,Davanagere,BW,0,0,0,99349,0,120029,95614,0,0,89924,0,0,70559,0,122689,69772,0,80112,139391,0,0,0,0,0,98604,0,0,99349,120029,95614,95614,89924,89924,70559,122689,69772,80112,139391,139391,0,0
1177,E205,"ATME College of Engineering  Varun  hobli,Mysore","ATME College of Engineering  Varun  hobli,Mysore [E205]",Computer Science Engineering-Data Sciences,Computer Science Engineering-Data Sciences [DS],"Varun hobli,Mysore",Mysore,DS,82341,0,0,96946,0,0,70314,0,0,69871,0,0,66733,0,0,66677,0,85488,133731,0,184934,129353,0,0,98638,82341,82341,96946,96946,70314,70314,69871,69871,66733,66733,66677,85488,133731,184934,129353,129353
555,E094,Coorg Institute of Technology  Kodagu,Coorg Institute of Technology  Kodagu [E094],Computers Science And Engineering,Computers Science And Engineering [CS],"Ponnampet,Kodagu",Kodagu,CS,141133,0,0,90658,0,0,0,0,0,0,0,0,79445,0,0,67131,86667,74374,149882,0,0,101443,0,0,98841,141133,141133,90658,90658,0,0,0,0,79445,79445,67131,86667,149882,149882,101443,101443
1342,E254,A J Institute Of Engineering And Technology  MANGALORE,A J Institute Of Engineering And Technology  MANGALORE [E254],"CS-Internet of things,Cyber Security(Block Chain)","CS-Internet of things,Cyber Security(Block Chain) [IC]","Mangalore, Dakshina Kannada",Dakshina Kannada,IC,0,0,0,86954,0,93626,0,0,0,88069,0,0,93928,0,0,79102,79654,81812,157894,0,0,130175,0,0,99023,0,0,86954,93626,0,0,88069,88069,93928,93928,79102,81812,157894,157894,130175,130175
286,E043,Gurunanak Dev Engineering College  Bidar,Gurunanak Dev Engineering College  Bidar [E043],Information Science and Engineering,Information Science and Engineering [IE],"Mailoor, Bidar",Bidar,IE,0,0,0,97119,0,0,0,0,0,0,0,0,0,0,0,68720,0,74285,85719,0,172049,96326,0,0,99036,0,0,97119,97119,0,0,0,0,0,0,68720,74285,85719,172049,96326,96326
574,E096,East Point College of Engineering and Technology  Bangalore,East Point College of Engineering and Technology  Bangalore [E096],"CS-Internet of things,Cyber Security(Block Chain)","CS-Internet of things,Cyber Security(Block Chain) [IC]","Virgo Nagar, Bengaluru",Bengaluru,IC,71394,0,0,76970,0,0,73832,0,0,67329,0,0,79793,0,0,63222,178542,91352,165067,0,0,129439,0,0,99694,71394,71394,76970,76970,73832,73832,67329,67329,79793,79793,63222,178542,165067,165067,129439,129439
119,E012,"Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore,","Sir M.Visveswaraya Institute of Technology  Hunasemaranahalli,Bangalore, [E012]",Telecommunication Engineering,Telecommunication Engineering [TC],"Hunasemaranahalli,Bengaluru",Bengaluru,TC,102946,0,0,54917,167371,0,97099,0,0,50498,0,0,60747,0,0,46764,110048,66556,163354,0,0,178455,0,0,99886,102946,102946,54917,167371,97099,97099,50498,50498,60747,60747,46764,110048,163354,163354,178455,178455
681,E111,"Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore [E111]",Computer Science Engineering-Data Sciences,Computer Science Engineering-Data Sciences [DS],"Bettahalsur(P), Bengaluru",Bengaluru,DS,83225,0,0,75203,0,122702,90807,0,0,0,0,0,62274,0,0,60403,99978,73136,146916,0,175622,110578,0,0,100076,83225,83225,75203,122702,90807,90807,0,0,62274,62274,60403,99978,146916,175622,110578,110578
1178,E205,"ATME College of Engineering  Varun  hobli,Mysore","ATME College of Engineering  Varun  hobli,Mysore [E205]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Varun hobli,Mysore",Mysore,EC,105053,0,0,100422,0,131007,78625,0,0,78016,0,0,76935,0,89118,71912,90058,78001,112062,116967,133521,140966,0,0,100190,105053,105053,100422,131007,78625,78625,78016,78016,76935,89118,71912,90058,112062,133521,140966,140966
1419,E286,"BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore","BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore [E286]",Computer Science and Design,Computer Science and Design [CD],Bengaluru,Bengaluru,CD,85986,0,0,74892,0,0,0,0,0,0,0,0,61312,0,96323,57966,71888,0,154126,0,0,199144,0,0,100204,85986,85986,74892,74892,0,0,0,0,61312,96323,57966,71888,154126,154126,199144,199144
1456,E302,"AMITY UNIVERSITY  DEVANAHALLI ,BANAGLORE","AMITY UNIVERSITY  DEVANAHALLI ,BANAGLORE [E302]",B TECH IN COMP SCI & ENGG (AI & ML),B TECH IN COMP SCI & ENGG (AI & ML) [AM],Bengaluru,Bengaluru,AM,0,0,0,98639,0,0,0,0,0,0,0,0,0,0,0,85154,0,92500,124977,0,0,0,0,0,100317,0,0,98639,98639,0,0,0,0,0,0,85154,92500,124977,124977,0,0
1288,E237,"Presidency University  Yelahanka, Bangalore","Presidency University  Yelahanka, Bangalore [E237]",B TECH IN COMPUTER ENGINEERING,B TECH IN COMPUTER ENGINEERING [BV],"Yelahanka,Bengaluru",Bengaluru,BV,75549,0,0,89498,123827,105999,73917,0,97961,75674,0,0,80152,0,88920,73626,93854,84026,155846,0,0,186377,0,0,100373,75549,75549,89498,123827,73917,97961,75674,75674,80152,88920,73626,93854,155846,155846,186377,186377
565,E095,AMC Engineering College  Bangalore,AMC Engineering College  Bangalore [E095],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Bannerghatta Main Rd, Bengaluru",Bengaluru,EC,69472,0,0,70779,0,86708,78040,0,0,0,0,0,65426,0,75685,62116,73774,71125,134305,151112,191068,176003,0,0,100431,69472,69472,70779,86708,78040,78040,0,0,65426,75685,62116,73774,134305,191068,176003,176003
174,E018,Kalpatharu Institute of Technology  Tiptur,Kalpatharu Institute of Technology  Tiptur [E018],Information Science and Engineering,Information Science and Engineering [IE],"Vidya Nagar, Tiptur, Tumakuru",Tumakuru,IE,132142,0,0,99411,0,108009,71033,0,0,91954,0,0,69429,120220,0,69239,0,87025,112423,0,0,145443,0,0,100575,132142,132142,99411,108009,71033,71033,91954,91954,69429,120220,69239,87025,112423,112423,145443,145443
296,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari [E045],"Computer Science Engineering-AI, Machine Learning","Computer Science Engineering-AI, Machine Learning [CA]","Cantonment Bellary,Bellary",Bellary,CA,87712,0,0,91944,0,109158,86365,0,0,97687,0,0,0,0,0,72836,0,95094,164507,0,0,100087,0,0,100598,87712,87712,91944,109158,86365,86365,97687,97687,0,0,72836,95094,164507,164507,100087,100087
176,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore [E021],Civil Engineering,Civil Engineering [CE],"University Of Mysore Campus, Mysore",Mysore,CE,0,0,0,70047,0,74235,101679,0,106598,60254,0,84087,77803,110746,0,57141,89192,66895,116549,0,158175,133360,0,202525,100619,0,0,70047,74235,101679,106598,60254,84087,77803,110746,57141,89192,116549,158175,133360,202525
838,E142,"Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist. [E142]",Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Nagamangala ,Mandya",Mandya,AI,66487,0,0,69035,0,0,0,0,154651,0,0,0,67277,0,0,51554,0,61352,138634,0,177857,120901,0,0,100860,66487,66487,69035,69035,154651,154651,0,0,67277,67277,51554,61352,138634,177857,120901,120901
1202,E210,"G Madegowda Institute of Technology  Maddur Taluk, Mandya  DIST","G Madegowda Institute of Technology  Maddur Taluk, Mandya  DIST [E210]",Computers Science And Engineering,Computers Science And Engineering [CS],"Maddur , Mandya",Mandya,CS,92009,0,0,77784,0,85701,0,0,0,0,0,0,77412,0,0,73344,87523,76901,123935,0,159736,155186,0,0,100953,92009,92009,77784,85701,0,0,0,0,77412,77412,73344,87523,123935,159736,155186,155186
1349,E255,Gitam School Of Technology  BANGALORE RURAL DIST,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Computer Science Engineering-Cyber Security,Computer Science Engineering-Cyber Security [CY],"Doddaballapura, Bengaluru Rural",Bengaluru Rural,CY,0,0,0,0,0,0,94013,0,0,0,0,0,73226,0,0,68398,127305,94409,151285,0,0,0,0,0,101439,0,0,0,0,94013,94013,0,0,73226,73226,68398,127305,151285,151285,0,0
1176,E205,"ATME College of Engineering  Varun  hobli,Mysore","ATME College of Engineering  Varun  hobli,Mysore [E205]",Computer Science Engineering-Cyber Security,Computer Science Engineering-Cyber Security [CY],"Varun hobli,Mysore",Mysore,CY,137716,0,0,76117,0,0,0,0,0,0,0,77163,0,0,0,71532,0,75728,117384,0,0,157720,0,0,101908,137716,137716,76117,76117,0,0,77163,77163,0,0,71532,75728,117384,117384,157720,157720
873,E147,T.John Engineering College  Bangalore,T.John Engineering College  Bangalore [E147],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Bannerghatta Main Rd, Bengaluru",Bengaluru,AI,0,0,146844,76508,0,0,0,0,0,0,0,0,65618,0,0,60359,0,63795,136760,0,0,165965,0,0,102264,146844,146844,76508,76508,0,0,0,0,65618,65618,60359,63795,136760,136760,165965,165965
906,E152,"S D M Institute of Tech.  Ujire,Dakshina Kannada","S D M Institute of Tech.  Ujire,Dakshina Kannada [E152]",Artificial Intelligence And Data Science,Artificial Intelligence And Data Science [AD],"Ujire,Dakshina Kannada",Dakshina Kannada,AD,155445,0,0,90244,0,114049,101405,0,0,72388,0,0,0,0,59769,53026,85614,53790,158124,0,151731,132233,0,0,102318,155445,155445,90244,114049,101405,101405,72388,72388,59769,59769,53026,85614,151731,158124,132233,132233
1447,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL","AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL [E300]",Computers Science And Engineering,Computers Science And Engineering [CS],Bengaluru Rural,Bengaluru Rural,CS,105355,0,0,0,0,0,119770,0,0,79613,0,0,0,0,0,69156,0,83584,120219,0,135302,106029,0,0,102378,105355,105355,0,0,119770,119770,79613,79613,0,0,69156,83584,120219,135302,106029,106029
376,E059,P D A College of Engineering  Gulbarga,P D A College of Engineering  Gulbarga [E059],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Shambhognlli, Gulbarga",Gulbarga,EE,0,0,0,129042,0,0,82564,0,0,116108,0,0,0,0,0,82290,0,0,0,0,0,0,0,0,102501,0,0,129042,129042,82564,82564,116108,116108,0,0,82290,82290,0,0,0,0
589,E098,Atria Institute of Technology  Bangalore,Atria Institute of Technology  Bangalore [E098],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Hebbal, Bengaluru",Bengaluru,EC,64869,0,0,75860,77468,143050,83101,0,0,61708,0,0,60984,0,71383,59309,62953,65848,150181,202362,196482,170196,0,0,103050,64869,64869,75860,143050,83101,83101,61708,61708,60984,71383,59309,65848,150181,202362,170196,170196
941,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist","Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Computer Engineering,Computer Engineering [CO],"Belawadi, Mandya",Mandya,CO,0,0,0,87607,0,0,96923,0,0,79651,124803,0,73755,0,0,73412,0,106204,183203,0,0,0,0,0,103194,0,0,87607,87607,96923,96923,79651,124803,73755,73755,73412,106204,183203,183203,0,0
524,E088,"Bangalore College of Engineering and Technology  Chandapura, Bangalore","Bangalore College of Engineering and Technology  Chandapura, Bangalore [E088]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Chandapura, Bengaluru",Bengaluru,EC,0,0,0,0,0,0,0,0,0,95902,0,0,104664,0,0,94027,0,0,118224,0,0,0,0,0,103204,0,0,0,0,0,0,95902,95902,104664,104664,94027,94027,118224,118224,0,0
1160,E203,"K.S. School of Engineering And Management  Mallasandra, Bangalore","K.S. School of Engineering And Management  Mallasandra, Bangalore [E203]",Computer Science and Business Systems,Computer Science and Business Systems [CB],"Mallasandra,Bengaluru",Bengaluru,CB,111767,0,0,112530,0,0,101470,0,0,88087,0,0,78703,0,0,76848,0,88482,168679,0,0,0,0,0,103320,111767,111767,112530,112530,101470,101470,88087,88087,78703,78703,76848,88482,168679,168679,0,0
634,E104,Nagarjuna College of Engineering and Technology  Bangalore (R),Nagarjuna College of Engineering and Technology  Bangalore (R) [E104],Computer Science Engineering-Data Sciences,Computer Science Engineering-Data Sciences [DS],"Hyderabad highway , Bengaluru",Bengaluru,DS,0,0,0,81854,0,140239,95172,0,0,71326,0,0,0,0,0,69449,85333,92541,141887,0,0,153268,0,0,103452,0,0,81854,140239,95172,95172,71326,71326,0,0,69449,92541,141887,141887,153268,153268
978,E165,"Yenepoya Institute of Technology  Thodar,Moodbidri","Yenepoya Institute of Technology  Thodar,Moodbidri [E165]",Computers Science And Engineering,Computers Science And Engineering [CS],"Thodar, Moodbidri, Dakshina Kannada",Dakshina Kannada,CS,117781,0,0,117783,0,127328,69621,0,116076,64583,0,0,68320,0,0,63677,65999,97246,143382,0,0,190788,0,0,103548,117781,117781,117783,127328,69621,116076,64583,64583,68320,68320,63677,97246,143382,143382,190788,190788
893,E150,P E S Institute of Technology and Management  Shivamogga,P E S Institute of Technology and Management  Shivamogga [E150],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],Shivamogga,Shivamogga,EC,77143,0,0,92327,0,148069,89293,0,0,0,0,0,79730,0,0,62924,65641,81460,137232,0,149994,157438,0,0,103750,77143,77143,92327,148069,89293,89293,0,0,79730,79730,62924,81460,137232,149994,157438,157438
1168,E204,"Bangalore Technological  Institute  Sarjapura Rd, Bangalore","Bangalore Technological  Institute  Sarjapura Rd, Bangalore [E204]",Computers Science And Engineering,Computers Science And Engineering [CS],"Sarjapura Rd, Bengaluru",Bengaluru,CS,84118,0,0,91663,0,95506,90827,0,0,84899,0,0,0,0,90320,81845,0,89066,116751,165289,139275,116431,0,0,103832,84118,84118,91663,95506,90827,90827,84899,84899,90320,90320,81845,89066,116751,165289,116431,116431
1353,E255,Gitam School Of Technology  BANGALORE RURAL DIST,Gitam School Of Technology  BANGALORE RURAL DIST [E255],Computer Science Engineering-Internet of Things,Computer Science Engineering-Internet of Things [IO],"Doddaballapura, Bengaluru Rural",Bengaluru Rural,IO,0,0,0,89560,0,0,0,0,0,0,0,0,86590,0,0,83857,0,104834,155508,0,0,0,0,0,104069,0,0,89560,89560,0,0,0,0,86590,86590,83857,104834,155508,155508,0,0
